Experiment,Acid_Type,Acid_Params,Initial_pH,Target_pH,Final_pH,Steps_Taken,Success
2359,triprotic,"[3.6009044624845536, 5.996852236117109, 6.127584543116214]",2.26,7.51,7.48,8,Yes
2360,triprotic,"[3.497801922725758, 4.12553199048559, 7.236190486301639]",3.28,6.85,2.45,50,No
2361,monoprotic,4.30,1.89,8.77,8.83,26,Yes
2362,triprotic,"[2.836739822340075, 4.329851157437863, 6.236754177314585]",2.38,10.16,10.22,10,Yes
2363,monoprotic,5.46,2.26,2.40,2.44,10,Yes
2364,diprotic,"[2.9747301324463167, 4.196279192019594]",1.74,10.02,10.06,14,Yes
2365,monoprotic,4.30,1.91,7.37,7.34,8,Yes
2366,diprotic,"[2.8913254609907852, 5.3701135922386625]",2.25,6.69,6.67,7,Yes
2367,diprotic,"[2.5461123584239806, 6.364400111358929]",3.28,4.96,4.96,23,Yes
2368,diprotic,"[3.0992363428729224, 5.984302320794473]",3.14,3.85,3.49,50,No
2369,diprotic,"[2.3179946637822217, 4.426925977878885]",2.11,10.08,10.13,12,Yes
2370,monoprotic,3.07,3.17,10.10,10.00,11,Yes
2371,monoprotic,2.30,2.99,5.95,5.91,25,Yes
2372,triprotic,"[2.2702961612013444, 5.157449105799345, 7.393102436387967]",2.75,10.75,10.66,9,Yes
2373,diprotic,"[3.3614952781016, 5.714726341932448]",2.27,4.94,4.90,5,Yes
2374,triprotic,"[2.343726895162411, 4.59896442351255, 6.156237142059878]",2.39,5.34,5.24,8,Yes
2375,monoprotic,2.32,3.25,7.33,6.41,50,No
2376,triprotic,"[3.166330339683296, 5.911495083158804, 6.502358474985527]",1.77,7.04,6.96,12,Yes
2377,diprotic,"[3.679014004180445, 6.891412225586356]",2.22,7.00,6.90,6,Yes
2378,triprotic,"[2.1912758976388327, 5.356717936070732, 6.572832605889776]",2.25,10.19,10.27,11,Yes
2379,diprotic,"[2.2896875480489918, 5.071229075452796]",1.82,7.95,7.87,21,Yes
2380,triprotic,"[3.4597580576974267, 5.246405401888428, 6.8159326267779345]",2.42,5.47,5.37,8,Yes
2381,triprotic,"[2.764990718334205, 5.63284847936354, 6.9641052020107965]",2.12,2.54,2.46,4,Yes
2382,triprotic,"[3.9095027521971577, 4.726511403548136, 6.294601435143904]",2.48,8.65,8.62,14,Yes
2383,diprotic,"[2.932808720339507, 4.840422715829879]",2.34,6.36,6.32,9,Yes
2384,monoprotic,4.54,2.55,8.48,8.52,13,Yes
2385,monoprotic,2.58,2.34,6.80,7.54,50,No
2386,diprotic,"[3.4449488749925266, 4.641382160510528]",2.24,8.07,8.03,23,Yes
2387,triprotic,"[2.9979392826420614, 4.768375244928692, 6.158141817230342]",2.16,5.15,5.07,9,Yes
2388,triprotic,"[2.225197694117186, 5.257244897489945, 7.670887360570047]",2.24,8.51,8.42,8,Yes
2389,diprotic,"[2.3211172103748705, 4.659851340509961]",1.60,10.70,10.74,8,Yes
2390,triprotic,"[3.9112196643829433, 4.707695986033326, 6.343503452341076]",2.45,7.72,7.65,9,Yes
2391,monoprotic,5.42,3.43,4.08,3.99,40,Yes
2392,triprotic,"[2.091587039136324, 5.727612132654951, 6.949658928975362]",1.95,3.19,3.17,5,Yes
2393,diprotic,"[3.348003864814265, 4.2480026966572755]",2.35,8.20,8.10,26,Yes
2394,triprotic,"[3.2293743320935624, 4.357063031574512, 7.837931194789679]",2.25,3.31,3.24,6,Yes
2395,monoprotic,2.94,1.61,7.79,7.70,17,Yes
2396,triprotic,"[2.2297974310021766, 4.778625885145917, 6.453025233386571]",1.61,10.32,10.27,13,Yes
2397,monoprotic,3.71,2.28,3.85,3.77,4,Yes
2398,triprotic,"[2.473706764436871, 5.314204245083133, 6.0542904277915035]",1.74,6.97,6.87,9,Yes
2399,monoprotic,4.51,2.38,5.80,5.88,3,Yes
2400,triprotic,"[2.689492837151624, 4.682541638806448, 7.82874306543772]",1.83,6.86,6.84,5,Yes
2401,triprotic,"[2.45284490078173, 5.311205008869325, 7.981094284869589]",1.96,9.88,9.79,11,Yes
2402,triprotic,"[3.1092801584888385, 5.383172838541407, 6.244632868302158]",1.74,3.86,3.79,5,Yes
2403,diprotic,"[3.1578865639406675, 6.844564409140748]",1.70,5.69,5.69,2,Yes
2404,triprotic,"[3.4584755738376822, 5.003196432949075, 7.665843409478837]",1.62,10.70,10.78,10,Yes
2405,monoprotic,2.02,3.35,10.42,10.39,12,Yes
2406,triprotic,"[2.990637993762573, 5.45269282245834, 7.6455083096681165]",1.67,2.32,2.38,1,Yes
2407,monoprotic,3.36,2.46,6.90,6.93,27,Yes
2408,triprotic,"[3.6318655140756704, 5.54933968947479, 6.912451797265038]",1.99,10.44,10.54,13,Yes
2409,monoprotic,5.22,3.43,6.16,6.09,4,Yes
2410,monoprotic,5.14,1.58,4.31,4.35,5,Yes
2411,monoprotic,5.97,1.98,6.11,6.20,3,Yes
2412,diprotic,"[3.318380791320008, 4.961738704302093]",3.44,5.89,2.33,50,No
2413,diprotic,"[2.1436868922395687, 6.2171974804540096]",2.23,7.46,7.56,5,Yes
2414,monoprotic,5.51,3.49,2.29,2.32,4,Yes
2415,monoprotic,5.24,2.13,2.90,2.92,7,Yes
2416,triprotic,"[2.341542863409262, 5.5841575676314665, 7.497379726529463]",1.97,4.76,4.78,3,Yes
2417,monoprotic,3.14,2.00,6.62,6.59,23,Yes
2418,triprotic,"[2.3578042761814917, 4.8081101177071, 6.002386472079349]",2.41,6.66,6.61,10,Yes
2419,triprotic,"[3.72891847351958, 4.250371685789162, 6.9128746544439625]",1.63,5.61,5.57,6,Yes
2420,monoprotic,4.49,3.16,3.54,3.51,1,Yes
2421,diprotic,"[3.678006034604598, 6.471918916508981]",1.99,6.86,6.78,7,Yes
2422,triprotic,"[3.6684252962083885, 5.378665156081286, 7.153549081217388]",2.28,2.89,2.92,1,Yes
2423,diprotic,"[3.4043236670010577, 6.568091793080865]",1.61,4.10,4.06,5,Yes
2424,triprotic,"[3.555144780936245, 4.658051364419752, 6.546877282808278]",2.35,9.42,9.45,13,Yes
2425,diprotic,"[3.6670860501041997, 4.50570224039814]",2.60,2.17,2.13,2,Yes
2426,diprotic,"[3.957336342262879, 6.31365096292777]",1.71,7.70,7.64,7,Yes
2427,diprotic,"[3.1082599585768285, 4.582173091409059]",2.33,8.94,8.91,22,Yes
2428,triprotic,"[3.9847214129293893, 4.341638982694332, 7.932898541440444]",2.31,2.73,2.70,3,Yes
2429,diprotic,"[3.41842707970234, 6.849736603612752]",1.94,5.92,5.89,3,Yes
2430,triprotic,"[2.6002125318832476, 4.790955508407244, 6.771103186891928]",1.74,8.01,7.97,7,Yes
2431,monoprotic,2.90,2.23,5.43,5.48,10,Yes
2432,monoprotic,3.40,1.77,7.32,7.41,19,Yes
2433,triprotic,"[3.862539582573924, 4.2541235625741685, 7.366612072565855]",2.10,7.81,7.73,9,Yes
2434,diprotic,"[2.7035592189537585, 6.9513244901672575]",2.47,3.76,3.75,22,Yes
2435,monoprotic,3.96,2.45,6.73,6.70,10,Yes
2436,triprotic,"[3.736262730392701, 5.235080717466847, 7.070679722607059]",2.37,9.42,9.33,11,Yes
2437,diprotic,"[3.865151991356301, 6.8974554927485405]",1.63,10.53,10.58,9,Yes
2438,triprotic,"[3.5129721261308036, 4.393729537776578, 7.374374718680208]",2.88,3.90,3.81,8,Yes
2439,monoprotic,4.48,3.35,9.82,9.75,9,Yes
2440,monoprotic,3.74,1.86,8.84,8.77,19,Yes
2441,diprotic,"[2.228813598597909, 4.15412402911005]",2.34,6.50,6.59,9,Yes
2442,monoprotic,3.53,2.16,3.53,3.44,4,Yes
2443,monoprotic,3.48,1.92,3.41,3.32,3,Yes
2444,triprotic,"[2.549759935658062, 5.575909287017581, 7.193527713484504]",2.13,9.17,9.10,10,Yes
2445,triprotic,"[3.3698342959129866, 5.8451176625067465, 7.971094383386669]",2.18,6.99,6.94,7,Yes
2446,diprotic,"[2.6860442433868115, 4.81938682560802]",2.43,8.61,8.62,10,Yes
2447,triprotic,"[2.8076496763227, 4.370029949363993, 6.473263354309532]",2.28,7.19,7.14,9,Yes
2448,monoprotic,2.03,2.50,7.44,7.31,50,No
2449,diprotic,"[3.74230482635927, 4.413827140311154]",2.21,8.29,8.23,29,Yes
2450,diprotic,"[2.8612284930479674, 5.160748200890332]",2.19,8.93,8.87,21,Yes
2451,triprotic,"[3.669819205284667, 4.156301163263828, 6.7609831766961]",2.40,9.75,9.68,11,Yes
2452,triprotic,"[2.524293225533813, 4.181382919060972, 6.980399454069547]",2.62,7.21,7.14,9,Yes
2453,diprotic,"[2.1060946389074813, 5.048466214834949]",2.42,10.60,10.63,11,Yes
2454,diprotic,"[2.035297457459575, 6.190618194545431]",1.90,3.51,3.55,6,Yes
2455,monoprotic,5.51,2.34,6.37,6.30,3,Yes
2456,diprotic,"[2.400362209279615, 5.098342383964765]",2.02,5.62,5.54,7,Yes
2457,monoprotic,5.06,2.38,4.97,5.02,3,Yes
2458,triprotic,"[2.576832337746106, 5.769600881306674, 6.71904990786191]",2.27,2.74,2.68,19,Yes
2459,diprotic,"[2.213990780441714, 4.139294370205357]",1.93,8.60,8.53,19,Yes
2460,diprotic,"[3.951913905084083, 5.359307736459024]",2.41,3.80,3.70,3,Yes
2461,diprotic,"[3.6844945396723143, 4.562444223089585]",1.74,7.65,7.60,11,Yes
2462,monoprotic,4.07,2.48,7.32,7.41,20,Yes
2463,diprotic,"[2.999347330247592, 4.944524662192828]",1.69,2.91,2.85,4,Yes
2464,monoprotic,4.16,2.50,2.99,3.07,2,Yes
2465,monoprotic,4.37,1.87,8.02,8.04,20,Yes
2466,triprotic,"[2.9946180775118902, 5.953265814970419, 6.593949665020472]",2.31,4.41,4.48,4,Yes
2467,monoprotic,4.85,1.77,10.06,10.03,12,Yes
2468,triprotic,"[2.101273491462878, 5.912724106465539, 6.254319673815458]",2.74,2.10,2.01,10,Yes
2469,monoprotic,3.61,1.71,2.24,2.23,4,Yes
2470,diprotic,"[2.7338354516603895, 5.677270007630039]",1.72,4.87,4.87,3,Yes
2471,monoprotic,5.57,3.46,9.33,9.40,19,Yes
2472,diprotic,"[2.5363584406176134, 6.143607884262195]",2.36,6.56,6.50,7,Yes
2473,monoprotic,3.03,2.47,6.49,6.48,20,Yes
2474,triprotic,"[3.7218778308523595, 5.902649139231156, 7.152389749524771]",2.01,3.33,3.40,1,Yes
2475,diprotic,"[2.9171918649755044, 4.790308828018694]",3.01,9.28,9.19,22,Yes
2476,monoprotic,4.71,2.15,6.82,6.79,9,Yes
2477,monoprotic,2.40,2.83,3.43,2.39,50,No
2478,diprotic,"[3.1083737803169207, 4.88659894006364]",3.02,5.05,4.98,8,Yes
2479,monoprotic,3.15,2.99,10.37,10.40,9,Yes
2480,triprotic,"[3.6205804229610576, 5.727874672668571, 6.1743182738902345]",2.20,6.62,6.54,14,Yes
2481,monoprotic,5.10,2.09,6.78,6.83,5,Yes
2482,diprotic,"[2.1559528677563575, 5.582902209603609]",1.96,10.93,11.02,7,Yes
2483,diprotic,"[2.45142991467507, 4.745801651929792]",2.04,4.12,4.05,5,Yes
2484,diprotic,"[2.343167409176189, 6.762715766560287]",2.17,2.38,2.29,35,Yes
2485,triprotic,"[3.2686627945961346, 5.011506075738291, 6.054356008403157]",2.30,10.99,11.02,4,Yes
2486,monoprotic,4.83,1.91,7.78,7.86,18,Yes
2487,monoprotic,2.33,1.73,7.14,7.43,50,No
2488,monoprotic,2.95,2.72,2.39,2.34,7,Yes
2489,monoprotic,5.94,1.81,4.95,4.90,5,Yes
2490,triprotic,"[3.252883163565825, 5.468214985215915, 6.194926612249571]",1.91,10.63,10.70,13,Yes
2491,triprotic,"[2.56368860288189, 5.181091535084416, 6.128849188963924]",2.42,6.97,6.88,9,Yes
2492,monoprotic,2.20,1.96,7.86,7.38,50,No
2493,monoprotic,5.63,3.48,2.28,2.29,3,Yes
2494,diprotic,"[3.388796124978157, 6.359777579255993]",2.18,3.43,3.35,4,Yes
2495,monoprotic,5.43,1.93,8.84,8.91,19,Yes
2496,triprotic,"[2.072288095116323, 5.051308737415184, 6.885840435757407]",2.37,2.02,1.93,10,Yes
2497,monoprotic,3.92,1.93,5.31,5.27,5,Yes
2498,triprotic,"[2.3811756498319987, 4.738861102732354, 6.345733645778277]",2.07,6.25,6.16,9,Yes
2499,diprotic,"[2.963524055746756, 4.969646049516162]",1.61,6.69,6.62,6,Yes
2500,triprotic,"[2.453680707032955, 4.036879272260775, 7.75777309121641]",1.66,6.81,6.86,6,Yes
2501,triprotic,"[2.915918557280822, 4.440802311363495, 6.722725516214552]",2.45,9.60,9.65,15,Yes
2502,triprotic,"[2.342473328065696, 4.620938854891357, 7.3831621745960065]",2.41,10.12,10.04,9,Yes
2503,triprotic,"[2.842112720275989, 5.638292285190831, 7.421869101882196]",3.27,2.24,2.15,6,Yes
2504,monoprotic,2.34,1.91,8.34,8.43,18,Yes
2505,diprotic,"[3.9505261974598387, 4.342898031916803]",1.94,4.27,4.18,10,Yes
2506,triprotic,"[3.536511704988408, 4.689435354654251, 7.556037962237785]",2.30,6.65,6.64,5,Yes
2507,monoprotic,2.72,1.60,9.93,9.87,10,Yes
2508,monoprotic,5.86,1.87,7.70,7.69,4,Yes
2509,diprotic,"[2.6159117278575112, 5.689762262509797]",2.59,2.84,2.74,46,Yes
2510,diprotic,"[2.45593611381998, 5.442668845567306]",2.23,2.64,2.56,27,Yes
2511,monoprotic,4.59,1.98,6.90,6.93,8,Yes
2512,triprotic,"[2.260812588385284, 5.851442958888757, 7.855309535382156]",2.04,2.30,2.20,33,Yes
2513,diprotic,"[2.474016907650829, 5.444426177167747]",1.93,6.11,6.05,7,Yes
2514,triprotic,"[2.8853206987221744, 4.252012706915043, 7.94575098884501]",1.84,6.05,6.11,8,Yes
2515,monoprotic,3.84,1.65,8.61,8.52,20,Yes
2516,triprotic,"[3.7291864850467427, 4.010299143040708, 6.413390861520343]",2.20,7.78,7.77,9,Yes
2517,diprotic,"[3.8338346872852274, 4.942282151929423]",1.57,9.81,9.85,14,Yes
2518,triprotic,"[2.4718394527083127, 5.683763144334925, 7.156313739124553]",2.13,2.66,2.57,17,Yes
2519,monoprotic,5.83,2.43,2.77,2.83,6,Yes
2520,triprotic,"[3.6764380062506863, 4.628880375013687, 6.285669461408966]",2.41,3.40,3.31,3,Yes
2521,triprotic,"[3.7122975170582526, 4.257761998485248, 6.947051097091924]",2.22,2.98,3.04,1,Yes
2522,diprotic,"[3.3132579608226176, 5.727080388436624]",1.66,7.61,7.68,11,Yes
2523,diprotic,"[3.4646748907111045, 5.7039088751700024]",1.79,10.14,10.24,10,Yes
2524,triprotic,"[3.640232262635454, 4.916948711006469, 7.776028548249861]",2.47,8.29,8.21,9,Yes
2525,monoprotic,4.61,2.46,10.86,10.92,8,Yes
2526,monoprotic,5.19,1.88,6.79,6.69,5,Yes
2527,diprotic,"[2.506801250935058, 4.85781961939804]",2.29,2.62,2.53,40,Yes
2528,triprotic,"[3.237062097698535, 4.537219056502845, 7.197102721042937]",1.81,8.06,8.05,9,Yes
2529,monoprotic,2.20,1.92,7.72,7.38,50,No
2530,triprotic,"[3.169587365895829, 5.7792612457517745, 7.274990431601453]",3.01,3.78,3.70,20,Yes
2531,diprotic,"[2.509048403885213, 4.759295578942759]",1.59,8.53,8.60,7,Yes
2532,triprotic,"[2.2651986809314213, 4.6763852956089895, 7.848248696263353]",1.92,8.28,8.21,9,Yes
2533,diprotic,"[3.5311115827978057, 6.41986742365495]",1.99,3.30,3.22,1,Yes
2534,monoprotic,5.66,2.11,8.88,8.95,17,Yes
2535,triprotic,"[2.3131806890457502, 4.197156403912817, 6.277160764000303]",1.91,8.06,8.01,12,Yes
2536,triprotic,"[2.7391446010744556, 4.284069082932522, 7.312527004265279]",1.74,6.32,6.33,5,Yes
2537,diprotic,"[2.739886050804163, 4.871057414462353]",2.58,9.96,9.97,10,Yes
2538,monoprotic,4.76,1.76,3.86,3.84,5,Yes
2539,monoprotic,5.82,1.57,7.67,7.60,6,Yes
2540,triprotic,"[3.714975991238057, 4.993073388014005, 7.433990924135443]",3.12,9.67,9.73,10,Yes
2541,diprotic,"[3.080795714056553, 6.583766445109716]",2.19,7.90,7.87,7,Yes
2542,monoprotic,2.24,2.83,4.93,4.86,24,Yes
2543,diprotic,"[3.444310874466244, 4.059717662058629]",1.96,10.55,10.63,9,Yes
2544,triprotic,"[2.2351859229237814, 5.125580005665395, 6.036715457781018]",2.19,6.63,6.53,10,Yes
2545,diprotic,"[3.2331978141629683, 6.596318185793872]",1.70,2.07,2.14,5,Yes
2546,diprotic,"[2.807611201399519, 4.84705289548012]",1.64,2.84,2.74,4,Yes
2547,monoprotic,4.41,1.73,8.72,8.67,24,Yes
2548,diprotic,"[3.2661126638663527, 6.604766427942572]",2.09,9.68,9.70,14,Yes
2549,monoprotic,5.35,2.07,9.83,9.77,12,Yes
2550,diprotic,"[3.639743202166498, 6.846218486823716]",1.61,5.60,5.61,4,Yes
2551,monoprotic,5.09,1.82,9.30,9.40,20,Yes
2552,monoprotic,5.67,1.78,9.37,9.28,22,Yes
2553,diprotic,"[3.91214845026858, 5.944481953167146]",2.19,10.69,10.71,8,Yes
2554,triprotic,"[2.667184687433089, 4.0954426176495815, 7.036433859176891]",1.78,6.77,6.70,7,Yes
2555,diprotic,"[2.8120737422184483, 4.636039952347556]",1.65,4.06,3.98,6,Yes
2556,diprotic,"[3.9539150966943986, 6.608657373843179]",2.22,5.34,5.31,4,Yes
2557,diprotic,"[2.098928831175736, 6.565699123643186]",1.88,2.26,2.16,21,Yes
2558,diprotic,"[2.7187340135124076, 5.322794729568624]",1.68,9.26,9.33,22,Yes
2559,monoprotic,2.38,2.09,6.44,6.47,28,Yes
2560,diprotic,"[2.0487316605126287, 5.7883530891561055]",3.14,4.34,4.36,26,Yes
2561,diprotic,"[3.569352414596385, 6.977261214228917]",2.11,4.99,4.97,3,Yes
2562,triprotic,"[3.462093578584665, 4.523252944462282, 6.748164992644241]",2.08,4.09,4.01,8,Yes
2563,diprotic,"[3.8595315696951458, 4.384745696413361]",1.89,2.13,2.21,8,Yes
2564,monoprotic,2.03,1.96,5.69,5.69,18,Yes
2565,triprotic,"[3.8915067489173483, 4.288442159451185, 7.922381729375152]",2.37,10.12,10.14,13,Yes
2566,diprotic,"[3.514557370410199, 5.97341410422181]",1.99,10.34,10.36,6,Yes
2567,monoprotic,2.06,3.02,2.30,2.20,12,Yes
2568,monoprotic,2.82,2.88,10.52,10.62,4,Yes
2569,diprotic,"[3.2950763881839755, 5.242200899309858]",3.35,7.35,7.38,9,Yes
2570,triprotic,"[2.703292938161761, 5.97711947022424, 6.457839287761859]",2.01,7.37,7.32,10,Yes
2571,diprotic,"[3.110133087439844, 6.140906763720975]",1.79,6.01,5.94,6,Yes
2572,diprotic,"[3.3328320329937737, 5.314344575086844]",2.43,7.25,7.17,4,Yes
2573,diprotic,"[3.757951501736695, 6.018052407730135]",1.88,2.62,2.67,3,Yes
2574,diprotic,"[2.9080537673021647, 5.428616706095073]",1.57,9.39,9.42,12,Yes
2575,triprotic,"[2.357266341834352, 5.524583020835437, 6.485640394118706]",1.88,4.35,4.38,4,Yes
2576,monoprotic,4.95,2.49,5.72,5.67,4,Yes
2577,triprotic,"[2.2417541796807745, 5.226520883097266, 6.429662660337778]",1.75,7.22,7.15,9,Yes
2578,diprotic,"[3.500286465365389, 6.767986991821889]",1.67,8.22,8.14,6,Yes
2579,triprotic,"[3.74780084683856, 5.664105568313222, 7.187657986198728]",1.72,2.46,2.55,3,Yes
2580,diprotic,"[2.20940628218227, 5.911784667954835]",3.06,10.27,10.23,8,Yes
2581,diprotic,"[2.611601136673814, 5.814945777306129]",1.86,3.94,4.00,4,Yes
2582,monoprotic,5.36,2.13,2.63,2.57,4,Yes
2583,triprotic,"[3.74726077773191, 4.042851671280953, 7.948927617634153]",1.95,6.34,6.31,6,Yes
2584,triprotic,"[3.1989571466039886, 4.160084524818055, 6.101025290148734]",2.22,5.88,5.78,8,Yes
2585,diprotic,"[3.0857080459928663, 4.962179406125037]",2.20,4.01,3.96,6,Yes
2586,diprotic,"[2.100009220827004, 5.3509300496516845]",2.18,3.30,3.28,23,Yes
2587,monoprotic,5.34,2.08,6.12,6.10,4,Yes
2588,monoprotic,2.39,1.73,3.77,3.82,6,Yes
2589,triprotic,"[2.507324344343457, 5.0824885417973436, 6.216296940783641]",1.66,9.35,9.28,16,Yes
2590,monoprotic,3.65,2.06,4.09,4.02,5,Yes
2591,triprotic,"[2.808154214834602, 4.0571433814115885, 6.31930085931914]",2.42,3.23,3.16,20,Yes
2592,triprotic,"[3.441640681955974, 4.793630834437404, 7.695345448230772]",2.37,9.01,8.93,8,Yes
2593,diprotic,"[2.906270807150787, 6.240701505223076]",2.30,8.95,8.92,16,Yes
2594,triprotic,"[3.5064426701623344, 4.435454090420496, 6.168780353258433]",3.41,10.72,10.65,7,Yes
2595,monoprotic,5.83,1.92,9.19,9.19,11,Yes
2596,monoprotic,2.54,2.38,2.50,2.04,50,No
2597,triprotic,"[2.8827180120370084, 4.744846971840941, 7.247384144323256]",1.68,7.53,7.44,9,Yes
2598,triprotic,"[3.2128300863260195, 5.641051644481737, 6.285776175738433]",2.22,10.69,10.62,7,Yes
2599,monoprotic,3.14,1.74,9.62,9.71,9,Yes
2600,monoprotic,4.49,2.40,5.81,5.78,5,Yes
2601,triprotic,"[2.410402610565157, 5.066162073091488, 7.165014773859809]",2.37,9.46,9.41,11,Yes
2602,diprotic,"[3.7281191052767815, 5.236575068362956]",1.70,7.22,7.27,10,Yes
2603,triprotic,"[2.70783599820735, 4.4582445887439, 7.30187854812433]",2.07,7.97,7.91,9,Yes
2604,diprotic,"[3.598245498175971, 4.778111625743854]",1.79,6.71,6.74,8,Yes
2605,monoprotic,4.16,1.70,2.35,2.35,4,Yes
2606,monoprotic,5.67,2.49,3.83,3.86,7,Yes
2607,monoprotic,4.10,2.26,7.76,7.80,21,Yes
2608,monoprotic,2.10,1.57,3.28,3.21,4,Yes
2609,diprotic,"[3.76885135710715, 6.138498551815095]",2.01,9.38,9.29,17,Yes
2610,monoprotic,5.53,2.43,7.69,7.66,6,Yes
2611,diprotic,"[3.568054369653672, 6.641451355756198]",1.57,2.12,2.18,4,Yes
2612,diprotic,"[2.33073821085248, 4.505501993187652]",2.91,10.86,10.79,5,Yes
2613,triprotic,"[2.6487589796467024, 5.423185459279858, 7.3980639868281655]",1.96,8.32,8.23,8,Yes
2614,monoprotic,2.88,2.53,7.00,6.93,29,Yes
2615,diprotic,"[3.2779697250407196, 4.177458641355394]",2.32,4.22,4.14,10,Yes
2616,triprotic,"[3.358695394978088, 5.472866149590516, 7.020857304777736]",2.23,5.15,5.07,6,Yes
2617,monoprotic,5.39,1.79,9.62,9.69,19,Yes
2618,triprotic,"[2.11918725090215, 4.215714681411672, 7.347750410720348]",2.12,6.87,6.79,6,Yes
2619,diprotic,"[3.874208889258325, 5.041136699676764]",1.60,2.30,2.30,4,Yes
2620,monoprotic,5.18,1.88,4.74,4.83,5,Yes
2621,triprotic,"[3.797640196622975, 5.538623764297151, 6.086715549822328]",1.69,5.63,5.53,10,Yes
2622,triprotic,"[3.128251493032892, 4.0315678679010585, 7.3119483317850955]",1.70,2.66,2.65,1,Yes
2623,monoprotic,2.31,3.49,6.34,1.77,50,No
2624,diprotic,"[2.7260936105285642, 4.441044543087969]",1.99,2.65,2.58,5,Yes
2625,triprotic,"[3.6248798778043185, 4.529788862287222, 6.159908851874221]",2.48,6.53,6.45,10,Yes
2626,diprotic,"[2.9954318788791205, 4.960622716532359]",2.40,10.02,9.97,14,Yes
2627,diprotic,"[3.4383627622633375, 6.037791511329685]",1.77,3.78,3.72,5,Yes
2628,triprotic,"[2.1831849135452845, 4.300953427844859, 6.828057052645553]",2.41,6.38,6.32,7,Yes
2629,monoprotic,4.15,2.03,5.29,5.21,3,Yes
2630,diprotic,"[3.3467234638189254, 4.631261890321437]",3.50,4.77,4.40,50,No
2631,monoprotic,2.45,3.48,5.23,1.84,50,No
2632,triprotic,"[2.7601831148426683, 4.806101519747083, 7.297842064929716]",1.98,2.31,2.24,3,Yes
2633,monoprotic,4.61,1.88,9.79,9.74,15,Yes
2634,monoprotic,2.23,2.30,7.42,7.38,17,Yes
2635,diprotic,"[3.4965842370354157, 6.009319243722377]",3.08,9.89,9.88,14,Yes
2636,triprotic,"[3.5388249476020253, 5.269202439978014, 6.414374631026745]",2.26,10.51,10.41,13,Yes
2637,triprotic,"[2.725299326794442, 4.212223761092528, 6.531416704423549]",1.77,6.42,6.34,8,Yes
2638,triprotic,"[3.0807382990707737, 4.293641778243011, 6.215284095203533]",2.68,8.75,8.74,18,Yes
2639,triprotic,"[2.3306475640119877, 4.40543965385819, 6.257864340795825]",2.08,8.50,8.51,15,Yes
2640,monoprotic,5.44,1.80,6.78,6.75,4,Yes
2641,diprotic,"[2.8621362621549915, 5.5285756469190295]",2.06,5.21,5.11,5,Yes
2642,diprotic,"[3.8908751974327207, 6.105171085549832]",2.38,5.16,5.13,5,Yes
2643,diprotic,"[2.2919949524203718, 6.166244684179828]",3.38,9.12,3.18,50,No
2644,triprotic,"[2.444096213542399, 4.829331149599774, 6.91651210051918]",1.81,8.59,8.50,11,Yes
2645,triprotic,"[3.2086630522440576, 4.897607636520319, 7.678862030567203]",1.83,10.08,10.09,13,Yes
2646,monoprotic,5.81,2.45,6.75,6.69,3,Yes
2647,triprotic,"[2.7866569221369857, 5.350856629246692, 6.395227234106934]",2.38,3.95,3.95,5,Yes
2648,diprotic,"[2.1093128912505588, 5.338529113107498]",2.74,6.61,6.59,23,Yes
2649,monoprotic,3.24,2.22,9.72,9.71,7,Yes
2650,diprotic,"[2.235271314751024, 5.411616554916398]",1.94,7.31,7.33,10,Yes
2651,triprotic,"[2.878735099545302, 5.778502201780866, 7.203027584677243]",2.17,5.02,4.96,3,Yes
2652,diprotic,"[2.1165278440964412, 5.278011781786444]",2.32,5.07,5.00,5,Yes
2653,monoprotic,2.26,2.20,7.18,7.40,50,No
2654,monoprotic,2.03,1.70,9.57,9.67,12,Yes
2655,triprotic,"[3.283617869532076, 5.489683195706277, 6.679089685109309]",2.09,6.45,6.38,11,Yes
2656,monoprotic,3.56,1.96,2.80,2.87,4,Yes
2657,monoprotic,4.57,3.49,5.30,3.29,50,No
2658,triprotic,"[3.3150580590542695, 4.387110673432825, 7.6852457724015455]",2.96,10.85,10.90,9,Yes
2659,monoprotic,2.72,1.86,8.77,8.72,19,Yes
2660,diprotic,"[3.913717313877053, 4.322207959495121]",1.69,10.26,10.26,12,Yes
2661,triprotic,"[3.1592464634972703, 4.629704231358302, 7.0932164228919445]",1.92,9.97,9.88,12,Yes
2662,triprotic,"[2.1802529100993953, 4.411491340284112, 7.169558485110235]",2.71,2.57,2.35,50,No
2663,monoprotic,4.96,2.06,10.64,10.63,10,Yes
2664,diprotic,"[2.658705512090421, 4.153211278128113]",1.92,2.97,2.91,7,Yes
2665,diprotic,"[3.711771710685638, 5.644208302861143]",2.34,6.11,6.05,8,Yes
2666,diprotic,"[2.786535390274146, 4.00689115229813]",2.11,9.35,9.36,17,Yes
2667,monoprotic,5.03,2.32,3.18,3.09,8,Yes
2668,triprotic,"[3.2833283861069655, 5.22556935964304, 7.737106381922933]",2.35,2.10,2.06,2,Yes
2669,monoprotic,5.26,3.31,6.10,6.02,4,Yes
2670,triprotic,"[2.4828009939017974, 5.724304953306373, 6.116986827627771]",2.76,3.38,2.44,50,No
2671,diprotic,"[2.402817565597339, 6.545206173572502]",1.92,8.30,8.30,10,Yes
2672,monoprotic,4.00,2.01,10.38,10.46,12,Yes
